"Date Administered","AgeGroupVacc","7-day_avg_group_cases_per_100k","Administered_Dose1_pct_agegroup","Series_Complete_Pop_pct_agegroup"
"2021 May 07 12:00:00 AM","5 - 11 Years","10.72504691982","0%","0%"
"2021 May 07 12:00:00 AM","12 - 17 Years","17.71925386666","10.5%","4.9%"
"2021 May 07 12:00:00 AM","18 - 24 Years","19.23989285868","38.9%","25.1%"
"2021 May 07 12:00:00 AM","25 - 49 Years","16.09856313333","49.3%","36.4%"
"2021 May 07 12:00:00 AM","50 - 64 Years","11.28905302667","67.3%","54.7%"
"2021 May 07 12:00:00 AM","65+ Years","6.36588288877","85.2%","75.9%"
"2021 May 06 12:00:00 AM","<2 Years","5.07165555743","0%","0%"
"2021 May 06 12:00:00 AM","2 - 4 Years","10.71341350635","0%","0%"
"2021 May 06 12:00:00 AM","5 - 11 Years","10.46641238322","0%","0%"
"2021 May 06 12:00:00 AM","12 - 17 Years","17.52737951366","10.3%","4.6%"
"2021 May 06 12:00:00 AM","18 - 24 Years","18.96948772059","38.5%","24.3%"
"2021 May 06 12:00:00 AM","25 - 49 Years","15.79683577875","49%","35.6%"
"2021 May 06 12:00:00 AM","50 - 64 Years","10.96735837721","67%","54%"
"2021 May 06 12:00:00 AM","65+ Years","6.26308375042","85%","75.7%"
"2021 May 05 12:00:00 AM","<2 Years","4.90321962194","0%","0%"
"2021 May 05 12:00:00 AM","2 - 4 Years","10.23023518208","0%","0%"
"2021 May 05 12:00:00 AM","5 - 11 Years","9.97776888008","0%","0%"
"2021 May 05 12:00:00 AM","12 - 17 Years","16.83526131177","10.1%","4.3%"
"2021 May 05 12:00:00 AM","18 - 24 Years","17.70350002861","38.1%","23.5%"
"2021 May 05 12:00:00 AM","25 - 49 Years","14.84786951757","48.7%","34.9%"
"2021 May 05 12:00:00 AM","50 - 64 Years","10.19706201476","66.7%","53.2%"
"2021 May 05 12:00:00 AM","65+ Years","5.69782062206","84.9%","75.4%"
"2021 May 04 12:00:00 AM","<2 Years","5.06422456028","0%","0%"
"2021 May 04 12:00:00 AM","2 - 4 Years","10.74538854252","0%","0%"
"2021 May 04 12:00:00 AM","5 - 11 Years","10.47193661604","0%","0%"
"2021 May 04 12:00:00 AM","12 - 17 Years","17.58105864813","9.9%","4%"
"2021 May 04 12:00:00 AM","18 - 24 Years","18.51802459668","37.7%","22.7%"
"2021 May 04 12:00:00 AM","25 - 49 Years","15.48783310435","48.3%","34.1%"
"2021 May 04 12:00:00 AM","50 - 64 Years","10.58413990983","66.4%","52.4%"
"2021 May 04 12:00:00 AM","65+ Years","5.83973100071","84.7%","75.1%"
"2021 May 03 12:00:00 AM","<2 Years","5.49398389567","0%","0%"
"2021 May 03 12:00:00 AM","2 - 4 Years","11.65667707324","0%","0%"
"2021 May 03 12:00:00 AM","5 - 11 Years","11.37188436282","0%","0%"
"2021 May 03 12:00:00 AM","12 - 17 Years","19.00355571158","9.8%","3.7%"
"2021 May 03 12:00:00 AM","18 - 24 Years","20.32293161981","37.3%","21.9%"
"2021 May 03 12:00:00 AM","25 - 49 Years","17.0116819096","48%","33.4%"
"2021 May 03 12:00:00 AM","50 - 64 Years","11.68566597839","66.1%","51.7%"
"2021 May 03 12:00:00 AM","65+ Years","6.48189528398","84.6%","74.8%"
"2021 May 02 12:00:00 AM","<2 Years","5.61783384823","0%","0%"
"2021 May 02 12:00:00 AM","2 - 4 Years","11.98886217118","0%","0%"
"2021 May 02 12:00:00 AM","5 - 11 Years","11.76109167519","0%","0%"
"2021 May 02 12:00:00 AM","12 - 17 Years","19.72593980843","9.7%","3.5%"
"2021 May 02 12:00:00 AM","18 - 24 Years","21.10011002369","37%","21.3%"
"2021 May 02 12:00:00 AM","25 - 49 Years","17.56368026587","47.7%","32.8%"
"2021 May 02 12:00:00 AM","50 - 64 Years","12.05026838279","65.8%","51%"
"2021 May 02 12:00:00 AM","65+ Years","6.66582381944","84.5%","74.6%"
"2021 May 01 12:00:00 AM","<2 Years","5.68471282261","0%","0%"
"2021 May 01 12:00:00 AM","2 - 4 Years","12.22689855152","0%","0%"
"2021 May 01 12:00:00 AM","5 - 11 Years","12.0071711372","0%","0%"
"2021 May 01 12:00:00 AM","12 - 17 Years","20.13824124553","9.6%","3.4%"
"2021 May 01 12:00:00 AM","18 - 24 Years","21.34876929403","36.8%","21%"
"2021 May 01 12:00:00 AM","25 - 49 Years","17.86580445608","47.6%","32.5%"
"2021 May 01 12:00:00 AM","50 - 64 Years","12.23166148435","65.7%","50.8%"
"2021 May 01 12:00:00 AM","65+ Years","6.77417252567","84.4%","74.5%"
"2021 Apr 30 12:00:00 AM","<2 Years","5.68471282261","0%","0%"
"2021 Apr 30 12:00:00 AM","2 - 4 Years","12.36368065068","0%","0%"
"2021 Apr 30 12:00:00 AM","5 - 11 Years","12.23969111865","0%","0%"
"2021 Apr 30 12:00:00 AM","12 - 17 Years","20.4020684809","9.3%","3.1%"
"2021 Apr 30 12:00:00 AM","18 - 24 Years","21.74161312227","36.5%","20.5%"
"2021 Apr 30 12:00:00 AM","25 - 49 Years","18.18816726323","47.3%","32%"
"2021 Apr 30 12:00:00 AM","50 - 64 Years","12.42940039732","65.4%","50.3%"
"2021 Apr 30 12:00:00 AM","65+ Years","6.79795638801","84.3%","74.4%"
"2021 Apr 29 12:00:00 AM","<2 Years","5.73425280364","0%","0%"
"2021 Apr 29 12:00:00 AM","2 - 4 Years","12.50046274983","0%","0%"
"2021 Apr 29 12:00:00 AM","5 - 11 Years","12.41847538084","0%","0%"
"2021 Apr 29 12:00:00 AM","12 - 17 Years","20.67331942636","9.1%","2.9%"
"2021 Apr 29 12:00:00 AM","18 - 24 Years","22.20536738882","36%","19.8%"
"2021 Apr 29 12:00:00 AM","25 - 49 Years","18.59875985798","46.8%","31.2%"
"2021 Apr 29 12:00:00 AM","50 - 64 Years","12.72612227935","65%","49.4%"
"2021 Apr 29 12:00:00 AM","65+ Years","6.92110394192","84.2%","74.1%"
"2021 Apr 28 12:00:00 AM","<2 Years","5.79865477897","0%","0%"
"2021 Apr 28 12:00:00 AM","2 - 4 Years","12.69941853041","0%","0%"
"2021 Apr 28 12:00:00 AM","5 - 11 Years","12.47723312994","0%","0%"
"2021 Apr 28 12:00:00 AM","12 - 17 Years","20.9879705231","8.8%","2.7%"
"2021 Apr 28 12:00:00 AM","18 - 24 Years","22.74995955505","35.4%","19%"
"2021 Apr 28 12:00:00 AM","25 - 49 Years","18.95353090795","46.3%","30.4%"
"2021 Apr 28 12:00:00 AM","50 - 64 Years","13.01762258273","64.6%","48.5%"
"2021 Apr 28 12:00:00 AM","65+ Years","7.04293017015","84%","73.7%"
"2021 Apr 27 12:00:00 AM","<2 Years","5.85067175905","0%","0%"
"2021 Apr 27 12:00:00 AM","2 - 4 Years","12.78468529352","0%","0%"
"2021 Apr 27 12:00:00 AM","5 - 11 Years","12.49481023437","0%","0%"
"2021 Apr 27 12:00:00 AM","12 - 17 Years","21.09647090128","8.6%","2.4%"
"2021 Apr 27 12:00:00 AM","18 - 24 Years","23.17778586619","34.9%","18.2%"
"2021 Apr 27 12:00:00 AM","25 - 49 Years","19.20446330236","45.8%","29.7%"
"2021 Apr 27 12:00:00 AM","50 - 64 Years","13.24873419399","64.2%","47.5%"
"2021 Apr 27 12:00:00 AM","65+ Years","7.10344688656","83.8%","73.3%"
"2021 Apr 26 12:00:00 AM","<2 Years","5.77760028703","0%","0%"
"2021 Apr 26 12:00:00 AM","2 - 4 Years","12.81488393879","0%","0%"
"2021 Apr 26 12:00:00 AM","5 - 11 Years","12.52293360145","0%","0%"
"2021 Apr 26 12:00:00 AM","12 - 17 Years","21.06791817018","8.3%","2.2%"
"2021 Apr 26 12:00:00 AM","18 - 24 Years","23.62263068252","34.3%","17.6%"
"2021 Apr 26 12:00:00 AM","25 - 49 Years","19.25631649087","45.3%","28.9%"
"2021 Apr 26 12:00:00 AM","50 - 64 Years","13.25804222548","63.7%","46.6%"
"2021 Apr 26 12:00:00 AM","65+ Years","6.96127224277","83.6%","73%"
"2021 Apr 25 12:00:00 AM","<2 Years","6.1095181599","0%","0%"
"2021 Apr 25 12:00:00 AM","2 - 4 Years","13.53076947072","0%","0%"
"2021 Apr 25 12:00:00 AM","5 - 11 Years","12.98747136137","0%","0%"
"2021 Apr 25 12:00:00 AM","12 - 17 Years","21.75432582585","8.1%","2.1%"
"2021 Apr 25 12:00:00 AM","18 - 24 Years","25.24884340111","33.9%","17.1%"
"2021 Apr 25 12:00:00 AM","25 - 49 Years","20.55754050972","44.9%","28.4%"
"2021 Apr 25 12:00:00 AM","50 - 64 Years","14.37931948283","63.4%","45.8%"
"2021 Apr 25 12:00:00 AM","65+ Years","7.76490252484","83.4%","72.7%"
"2021 Apr 24 12:00:00 AM","<2 Years","6.1578196414","0%","0%"
"2021 Apr 24 12:00:00 AM","2 - 4 Years","13.61603623383","0%","0%"
"2021 Apr 24 12:00:00 AM","5 - 11 Years","12.99701321806","0%","0%"
"2021 Apr 24 12:00:00 AM","12 - 17 Years","21.73890735105","7.9%","2%"
"2021 Apr 24 12:00:00 AM","18 - 24 Years","25.5055391878","33.6%","16.9%"
"2021 Apr 24 12:00:00 AM","25 - 49 Years","20.7534450306","44.7%","28.2%"
"2021 Apr 24 12:00:00 AM","50 - 64 Years","14.61429052177","63.2%","45.6%"
"2021 Apr 24 12:00:00 AM","65+ Years","7.82277658988","83.4%","72.6%"
"2021 Apr 23 12:00:00 AM","<2 Years","6.27300009728","0%","0%"
"2021 Apr 23 12:00:00 AM","2 - 4 Years","13.85407261417","0%","0%"
"2021 Apr 23 12:00:00 AM","5 - 11 Years","13.17077545042","0%","0%"
"2021 Apr 23 12:00:00 AM","12 - 17 Years","21.95476599818","7.6%","1.9%"
"2021 Apr 23 12:00:00 AM","18 - 24 Years","25.96409335554","33.1%","16.6%"
"2021 Apr 23 12:00:00 AM","25 - 49 Years","21.09578189762","44.3%","27.7%"
"2021 Apr 23 12:00:00 AM","50 - 64 Years","14.94120674987","62.9%","44.9%"
"2021 Apr 23 12:00:00 AM","65+ Years","7.98529964922","83.3%","72.4%"
"2021 Apr 22 12:00:00 AM","<2 Years","6.40799654558","0%","0%"
"2021 Apr 22 12:00:00 AM","2 - 4 Years","14.14184793966","0%","0%"
"2021 Apr 22 12:00:00 AM","5 - 11 Years","13.41986813034","0%","0%"
"2021 Apr 22 12:00:00 AM","12 - 17 Years","22.13236398562","7.3%","1.8%"
"2021 Apr 22 12:00:00 AM","18 - 24 Years","26.31060903075","32.5%","16%"
"2021 Apr 22 12:00:00 AM","25 - 49 Years","21.44724598403","43.7%","27%"
"2021 Apr 22 12:00:00 AM","50 - 64 Years","15.24224210991","62.3%","43.8%"
"2021 Apr 22 12:00:00 AM","65+ Years","8.09496968114","83.1%","72%"
"2021 Apr 21 12:00:00 AM","<2 Years","6.44515153135","0%","0%"
"2021 Apr 21 12:00:00 AM","2 - 4 Years","14.27507725702","0%","0%"
"2021 Apr 21 12:00:00 AM","5 - 11 Years","13.58961273882","0%","0%"
"2021 Apr 21 12:00:00 AM","12 - 17 Years","22.27741185962","7%","1.6%"
"2021 Apr 21 12:00:00 AM","18 - 24 Years","26.65901565098","31.8%","15.4%"
"2021 Apr 21 12:00:00 AM","25 - 49 Years","21.70069167074","43.1%","26.2%"
"2021 Apr 21 12:00:00 AM","50 - 64 Years","15.48288877781","61.8%","42.6%"
"2021 Apr 21 12:00:00 AM","65+ Years","8.20728236443","82.9%","71.6%"
"2021 Apr 20 12:00:00 AM","<2 Years","6.60491797015","0%","0%"
"2021 Apr 20 12:00:00 AM","2 - 4 Years","14.58061649149","0%","0%"
"2021 Apr 20 12:00:00 AM","5 - 11 Years","13.93663500056","0%","0%"
"2021 Apr 20 12:00:00 AM","12 - 17 Years","22.73482661186","6.6%","1.5%"
"2021 Apr 20 12:00:00 AM","18 - 24 Years","27.71794486309","31.1%","14.8%"
"2021 Apr 20 12:00:00 AM","25 - 49 Years","22.57558194833","42.5%","25.4%"
"2021 Apr 20 12:00:00 AM","50 - 64 Years","16.15715349827","61.3%","41.5%"
"2021 Apr 20 12:00:00 AM","65+ Years","8.55241263354","82.7%","71.1%"
"2021 Apr 19 12:00:00 AM","<2 Years","6.62721096161","0%","0%"
"2021 Apr 19 12:00:00 AM","2 - 4 Years","14.50245529197","0%","0%"
"2021 Apr 19 12:00:00 AM","5 - 11 Years","13.74630006974","0%","0%"
"2021 Apr 19 12:00:00 AM","12 - 17 Years","22.56236811601","6.3%","1.4%"
"2021 Apr 19 12:00:00 AM","18 - 24 Years","27.73779978581","30.4%","14.3%"
"2021 Apr 19 12:00:00 AM","25 - 49 Years","22.56142814433","41.9%","24.8%"
"2021 Apr 19 12:00:00 AM","50 - 64 Years","16.1607859008","60.8%","40.4%"
"2021 Apr 19 12:00:00 AM","65+ Years","8.52492905928","82.5%","70.7%"
"2021 Apr 18 12:00:00 AM","<2 Years","6.59624847347","0%","0%"
"2021 Apr 18 12:00:00 AM","2 - 4 Years","14.47048025581","0%","0%"
"2021 Apr 18 12:00:00 AM","5 - 11 Years","13.70813264298","0%","0%"
"2021 Apr 18 12:00:00 AM","12 - 17 Years","22.47842308657","6.1%","1.3%"
"2021 Apr 18 12:00:00 AM","18 - 24 Years","27.81296485042","29.9%","14%"
"2021 Apr 18 12:00:00 AM","25 - 49 Years","22.45243062562","41.4%","24.3%"
"2021 Apr 18 12:00:00 AM","50 - 64 Years","16.07905684378","60.4%","39.5%"
"2021 Apr 18 12:00:00 AM","65+ Years","8.21547458368","82.3%","70.3%"
"2021 Apr 17 12:00:00 AM","<2 Years","6.64207295592","0%","0%"
"2021 Apr 17 12:00:00 AM","2 - 4 Years","14.59838040047","0%","0%"
"2021 Apr 17 12:00:00 AM","5 - 11 Years","13.86180675599","0%","0%"
"2021 Apr 17 12:00:00 AM","12 - 17 Years","22.88729819594","5.9%","1.2%"
"2021 Apr 17 12:00:00 AM","18 - 24 Years","28.30035592975","29.6%","13.8%"
"2021 Apr 17 12:00:00 AM","25 - 49 Years","22.84820802365","41.2%","24.1%"
"2021 Apr 17 12:00:00 AM","50 - 64 Years","16.36465449304","60.2%","39.1%"
"2021 Apr 17 12:00:00 AM","65+ Years","8.34760715225","82.2%","70.2%"
"2021 Apr 16 12:00:00 AM","<2 Years","6.72133692556","0%","0%"
"2021 Apr 16 12:00:00 AM","2 - 4 Years","14.58949844598","0%","0%"
"2021 Apr 16 12:00:00 AM","5 - 11 Years","13.92759534685","0%","0%"
"2021 Apr 16 12:00:00 AM","12 - 17 Years","23.17568078006","5.6%","1.2%"
"2021 Apr 16 12:00:00 AM","18 - 24 Years","28.69036334045","29%","13.5%"
"2021 Apr 16 12:00:00 AM","25 - 49 Years","23.19610058943","40.6%","23.6%"
"2021 Apr 16 12:00:00 AM","50 - 64 Years","16.70973273381","59.8%","38.4%"
"2021 Apr 16 12:00:00 AM","65+ Years","8.46018410068","82.1%","69.9%"
"2021 Apr 15 12:00:00 AM","<2 Years","6.694089936","0%","0%"
"2021 Apr 15 12:00:00 AM","2 - 4 Years","14.571734537","0%","0%"
"2021 Apr 15 12:00:00 AM","5 - 11 Years","13.82464373519","0%","0%"
"2021 Apr 15 12:00:00 AM","12 - 17 Years","23.25791264563","5.3%","1.1%"
"2021 Apr 15 12:00:00 AM","18 - 24 Years","29.14371740939","28.2%","13%"
"2021 Apr 15 12:00:00 AM","25 - 49 Years","23.44134500652","39.9%","23%"
"2021 Apr 15 12:00:00 AM","50 - 64 Years","17.07138381115","59.2%","37.2%"
"2021 Apr 15 12:00:00 AM","65+ Years","8.59178813898","81.9%","69.3%"
"2021 Apr 14 12:00:00 AM","<2 Years","6.73124492176","0%","0%"
"2021 Apr 14 12:00:00 AM","2 - 4 Years","14.6658832546","0%","0%"
"2021 Apr 14 12:00:00 AM","5 - 11 Years","13.94015042144","0%","0%"
"2021 Apr 14 12:00:00 AM","12 - 17 Years","23.4880476583","4.9%","1%"
"2021 Apr 14 12:00:00 AM","18 - 24 Years","29.74078329996","27.3%","12.6%"
"2021 Apr 14 12:00:00 AM","25 - 49 Years","23.92971738404","39.1%","22.4%"
"2021 Apr 14 12:00:00 AM","50 - 64 Years","17.5038667379","58.5%","36%"
"2021 Apr 14 12:00:00 AM","65+ Years","8.79791494595","81.6%","68.7%"
"2021 Apr 13 12:00:00 AM","<2 Years","6.69285143647","0%","0%"
"2021 Apr 13 12:00:00 AM","2 - 4 Years","14.53265393724","0%","0%"
"2021 Apr 13 12:00:00 AM","5 - 11 Years","13.87285522163","0%","0%"
"2021 Apr 13 12:00:00 AM","12 - 17 Years","23.4440764524","4.6%","0.9%"
"2021 Apr 13 12:00:00 AM","18 - 24 Years","29.72754668481","26.5%","12.2%"
"2021 Apr 13 12:00:00 AM","25 - 49 Years","23.77521604684","38.4%","21.8%"
"2021 Apr 13 12:00:00 AM","50 - 64 Years","17.51067749265","57.8%","34.8%"
"2021 Apr 13 12:00:00 AM","65+ Years","8.79817921109","81.4%","68.1%"
"2021 Apr 12 12:00:00 AM","<2 Years","6.68913593789","0%","0%"
"2021 Apr 12 12:00:00 AM","2 - 4 Years","14.86306264428","0%","0%"
"2021 Apr 12 12:00:00 AM","5 - 11 Years","14.00543680933","0%","0%"
"2021 Apr 12 12:00:00 AM","12 - 17 Years","23.77471707855","4.3%","0.9%"
"2021 Apr 12 12:00:00 AM","18 - 24 Years","30.46028788068","25.7%","11.8%"
"2021 Apr 12 12:00:00 AM","25 - 49 Years","24.31623528412","37.6%","21.2%"
"2021 Apr 12 12:00:00 AM","50 - 64 Years","18.0360137092","57.1%","33.7%"
"2021 Apr 12 12:00:00 AM","65+ Years","9.02386163822","81.1%","67.5%"
"2021 Apr 11 12:00:00 AM","<2 Years","6.58138647916","0%","0%"
"2021 Apr 11 12:00:00 AM","2 - 4 Years","14.70674024525","0%","0%"
"2021 Apr 11 12:00:00 AM","5 - 11 Years","13.79350715021","0%","0%"
"2021 Apr 11 12:00:00 AM","12 - 17 Years","23.5114608978","4.1%","0.8%"
"2021 Apr 11 12:00:00 AM","18 - 24 Years","30.35959505828","24.9%","11.4%"
"2021 Apr 11 12:00:00 AM","25 - 49 Years","24.32628845332","36.9%","20.7%"
"2021 Apr 11 12:00:00 AM","50 - 64 Years","18.12705079771","56.4%","32.7%"
"2021 Apr 11 12:00:00 AM","65+ Years","9.01434809328","80.8%","66.9%"
"2021 Apr 10 12:00:00 AM","<2 Years","6.53432349719","0%","0%"
"2021 Apr 10 12:00:00 AM","2 - 4 Years","14.41718852886","0%","0%"
"2021 Apr 10 12:00:00 AM","5 - 11 Years","13.60216781342","0%","0%"
"2021 Apr 10 12:00:00 AM","12 - 17 Years","23.09230680524","4%","0.8%"
"2021 Apr 10 12:00:00 AM","18 - 24 Years","30.20690124779","24.5%","11.2%"
"2021 Apr 10 12:00:00 AM","25 - 49 Years","24.15908837608","36.6%","20.3%"
"2021 Apr 10 12:00:00 AM","50 - 64 Years","18.12954807446","56.1%","32.3%"
"2021 Apr 10 12:00:00 AM","65+ Years","8.97576538325","80.7%","66.7%"
"2021 Apr 09 12:00:00 AM","<2 Years","6.35350256645","0%","0%"
"2021 Apr 09 12:00:00 AM","2 - 4 Years","14.29817033869","0%","0%"
"2021 Apr 09 12:00:00 AM","5 - 11 Years","13.44347167057","0%","0%"
"2021 Apr 09 12:00:00 AM","12 - 17 Years","22.70398966227","3.7%","0.8%"
"2021 Apr 09 12:00:00 AM","18 - 24 Years","29.96769670255","23.7%","10.7%"
"2021 Apr 09 12:00:00 AM","25 - 49 Years","23.9462522018","35.8%","19.8%"
"2021 Apr 09 12:00:00 AM","50 - 64 Years","18.01421929399","55.3%","31.3%"
"2021 Apr 09 12:00:00 AM","65+ Years","8.85235356421","80.5%","66.2%"
"2021 Apr 08 12:00:00 AM","<2 Years","6.26061510203","0%","0%"
"2021 Apr 08 12:00:00 AM","2 - 4 Years","13.94466854997","0%","0%"
"2021 Apr 08 12:00:00 AM","5 - 11 Years","13.15972698478","0%","0%"
"2021 Apr 08 12:00:00 AM","12 - 17 Years","22.21973534279","3.4%","0.7%"
"2021 Apr 08 12:00:00 AM","18 - 24 Years","29.70721902583","22.6%","10.1%"
"2021 Apr 08 12:00:00 AM","25 - 49 Years","23.71820399518","34.8%","18.9%"
"2021 Apr 08 12:00:00 AM","50 - 64 Years","17.89162570845","54.2%","29.9%"
"2021 Apr 08 12:00:00 AM","65+ Years","8.76699592491","80.1%","65.4%"
"2021 Apr 07 12:00:00 AM","<2 Years","6.23460661199","0%","0%"
"2021 Apr 07 12:00:00 AM","2 - 4 Years","13.87361291405","0%","0%"
"2021 Apr 07 12:00:00 AM","5 - 11 Years","12.91766514664","0%","0%"
"2021 Apr 07 12:00:00 AM","12 - 17 Years","21.83941296453","3.1%","0.7%"
"2021 Apr 07 12:00:00 AM","18 - 24 Years","29.75496538762","21.5%","9.5%"
"2021 Apr 07 12:00:00 AM","25 - 49 Years","23.68262106735","33.7%","18.2%"
"2021 Apr 07 12:00:00 AM","50 - 64 Years","17.9536035767","53.1%","28.5%"
"2021 Apr 07 12:00:00 AM","65+ Years","8.7157284883","79.6%","64.4%"
"2021 Apr 06 12:00:00 AM","<2 Years","6.19125912859","0%","0%"
"2021 Apr 06 12:00:00 AM","2 - 4 Years","13.80611005992","0%","0%"
"2021 Apr 06 12:00:00 AM","5 - 11 Years","12.64747994141","0%","0%"
"2021 Apr 06 12:00:00 AM","12 - 17 Years","21.58529365773","2.9%","0.6%"
"2021 Apr 06 12:00:00 AM","18 - 24 Years","30.08162614011","20.4%","9%"
"2021 Apr 06 12:00:00 AM","25 - 49 Years","23.87588001739","32.7%","17.5%"
"2021 Apr 06 12:00:00 AM","50 - 64 Years","18.10525638251","51.9%","27.2%"
"2021 Apr 06 12:00:00 AM","65+ Years","8.69749419384","79.2%","63.4%"
"2021 Apr 05 12:00:00 AM","<2 Years","6.0513086822","0%","0%"
"2021 Apr 05 12:00:00 AM","2 - 4 Years","13.40819849875","0%","0%"
"2021 Apr 05 12:00:00 AM","5 - 11 Years","12.27936515436","0%","0%"
"2021 Apr 05 12:00:00 AM","12 - 17 Years","21.05421285925","2.6%","0.6%"
"2021 Apr 05 12:00:00 AM","18 - 24 Years","29.60699893968","19.5%","8.5%"
"2021 Apr 05 12:00:00 AM","25 - 49 Years","23.61026470481","31.7%","16.8%"
"2021 Apr 05 12:00:00 AM","50 - 64 Years","18.04123528784","50.8%","26%"
"2021 Apr 05 12:00:00 AM","65+ Years","8.61425067564","78.7%","62.4%"
"2021 Apr 04 12:00:00 AM","<2 Years","5.99557620354","0%","0%"
"2021 Apr 04 12:00:00 AM","2 - 4 Years","13.13285790955","0%","0%"
"2021 Apr 04 12:00:00 AM","5 - 11 Years","12.08149717878","0%","0%"
"2021 Apr 04 12:00:00 AM","12 - 17 Years","20.62078240114","2.5%","0.5%"
"2021 Apr 04 12:00:00 AM","18 - 24 Years","29.47841467821","18.8%","8.2%"
"2021 Apr 04 12:00:00 AM","25 - 49 Years","23.51026212697","31%","16.4%"
"2021 Apr 04 12:00:00 AM","50 - 64 Years","18.00808961471","50%","25.1%"
"2021 Apr 04 12:00:00 AM","65+ Years","8.51567977948","78.4%","61.6%"
"2021 Apr 03 12:00:00 AM","<2 Years","5.93612822631","0%","0%"
"2021 Apr 03 12:00:00 AM","2 - 4 Years","13.24121775433","0%","0%"
"2021 Apr 03 12:00:00 AM","5 - 11 Years","12.04734737589","0%","0%"
"2021 Apr 03 12:00:00 AM","12 - 17 Years","20.55511111961","2.4%","0.5%"
"2021 Apr 03 12:00:00 AM","18 - 24 Years","29.68547315808","18.7%","8.2%"
"2021 Apr 03 12:00:00 AM","25 - 49 Years","23.68672170216","30.8%","16.3%"
"2021 Apr 03 12:00:00 AM","50 - 64 Years","18.18403411247","49.8%","24.9%"
"2021 Apr 03 12:00:00 AM","65+ Years","8.55822646656","78.4%","61.4%"
"2021 Apr 02 12:00:00 AM","<2 Years","6.01663069548","0%","0%"
"2021 Apr 02 12:00:00 AM","2 - 4 Years","13.2731927905","0%","0%"
"2021 Apr 02 12:00:00 AM","5 - 11 Years","12.08199938177","0%","0%"
"2021 Apr 02 12:00:00 AM","12 - 17 Years","20.62991927509","2.3%","0.5%"
"2021 Apr 02 12:00:00 AM","18 - 24 Years","30.0414435584","18.2%","7.9%"
"2021 Apr 02 12:00:00 AM","25 - 49 Years","23.85021798022","30.3%","15.9%"
"2021 Apr 02 12:00:00 AM","50 - 64 Years","18.39425940915","49.1%","24.3%"
"2021 Apr 02 12:00:00 AM","65+ Years","8.64622675723","78.2%","60.9%"
"2021 Apr 01 12:00:00 AM","<2 Years","6.03892368694","0%","0%"
"2021 Apr 01 12:00:00 AM","2 - 4 Years","13.31760256295","0%","0%"
"2021 Apr 01 12:00:00 AM","5 - 11 Years","12.30949733338","0%","0%"
"2021 Apr 01 12:00:00 AM","12 - 17 Years","20.91715974997","2.1%","0.5%"
"2021 Apr 01 12:00:00 AM","18 - 24 Years","30.50661603371","17.5%","7.6%"
"2021 Apr 01 12:00:00 AM","25 - 49 Years","24.12218266283","29.4%","15.4%"
"2021 Apr 01 12:00:00 AM","50 - 64 Years","18.71913241083","48.1%","23.3%"
"2021 Apr 01 12:00:00 AM","65+ Years","8.80425730925","77.8%","59.9%"
"2021 Mar 31 12:00:00 AM","<2 Years","6.09589466512","0%","0%"
"2021 Mar 31 12:00:00 AM","2 - 4 Years","13.7332780331","0%","0%"
"2021 Mar 31 12:00:00 AM","5 - 11 Years","12.78458135596","0%","0%"
"2021 Mar 31 12:00:00 AM","12 - 17 Years","21.7114967292","1.9%","0.4%"
"2021 Mar 31 12:00:00 AM","18 - 24 Years","31.16513763749","16.7%","7.2%"
"2021 Mar 31 12:00:00 AM","25 - 49 Years","24.78926335075","28.4%","14.8%"
"2021 Mar 31 12:00:00 AM","50 - 64 Years","19.45423987373","46.7%","22.2%"
"2021 Mar 31 12:00:00 AM","65+ Years","9.23765213417","77.3%","58.5%"
"2021 Mar 30 12:00:00 AM","<2 Years","5.93860522537","0%","0%"
"2021 Mar 30 12:00:00 AM","2 - 4 Years","13.65334044269","0%","0%"
"2021 Mar 30 12:00:00 AM","5 - 11 Years","12.8111981141","0%","0%"
"2021 Mar 30 12:00:00 AM","12 - 17 Years","21.56587780058","1.7%","0.4%"
"2021 Mar 30 12:00:00 AM","18 - 24 Years","30.76094813912","15.9%","6.9%"
"2021 Mar 30 12:00:00 AM","25 - 49 Years","24.54560627616","27.5%","14.3%"
"2021 Mar 30 12:00:00 AM","50 - 64 Years","19.41905097418","45.4%","21.2%"
"2021 Mar 30 12:00:00 AM","65+ Years","9.28654118454","76.8%","57.2%"
"2021 Mar 29 12:00:00 AM","<2 Years","5.82714026806","0%","0%"
"2021 Mar 29 12:00:00 AM","2 - 4 Years","13.56807367958","0%","0%"
"2021 Mar 29 12:00:00 AM","5 - 11 Years","12.81019370813","0%","0%"
"2021 Mar 29 12:00:00 AM","12 - 17 Years","21.52590397704","1.6%","0.4%"
